,molecule_chembl_id,Ki,units,pKi,smiles
3587,CHEMBL4280829,342.0,nM,6.47,CNc1ncc(C(=O)NNc2ccccc2)c2nc(-c3ccco3)nn12
3588,CHEMBL4292148,38.2,nM,7.42,CNc1ncc(C(=O)NCCOc2ccccc2)c2nc(-c3ccco3)nn12
3589,CHEMBL4452288,36.4,nM,7.44,Nc1nc(-c2ccc(NC(=O)CCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12
3590,CHEMBL4442908,0.59,nM,9.23,NCCC(=O)Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1
3591,CHEMBL4452162,1.8,nM,8.74,C=CC(=O)Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1
3592,CHEMBL4524485,5.0,nM,8.3,Nc1nc(-c2ccc(NC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12
3593,CHEMBL4467738,14750.0,nM,4.83,CC(C)(C)c1cc(C(=O)NCCOc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)cc(C(C)(C)C)c1O
3594,CHEMBL4447993,2.4,nM,8.62,Nc1nc(-c2ccc(OCCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12
3595,CHEMBL4466404,14.9,nM,7.83,NCCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1
3596,CHEMBL4439750,26.0,nM,7.58,NC(=O)COc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1
3597,CHEMBL4578482,8.2,nM,8.09,N#CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1
3598,CHEMBL4561681,8.5,nM,8.07,CC(C)(C)c1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)ccc1O
3599,CHEMBL4460201,2.5,nM,8.6,Cc1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc(C)c1O
3600,CHEMBL4450312,94.5,nM,7.03,Nc1nc(-c2cc(O)c(O)c(O)c2)cn2c(=O)n(-c3ccccc3)nc12
3601,CHEMBL4531815,5.2,nM,8.28,Nc1nc(-c2ccc(O)c(O)c2)cn2c(=O)n(-c3ccccc3)nc12
3602,CHEMBL4455208,16.8,nM,7.78,COc1cc(O)ccc1-c1cn2c(=O)n(-c3ccccc3)nc2c(N)n1
3603,CHEMBL4560207,141.6,nM,6.85,COc1c(C(C)(C)C)cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1C(C)(C)C
3604,CHEMBL4457393,0.17,nM,9.77,COc1c(C)cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1C
3605,CHEMBL4482881,3.5,nM,8.46,COc1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc(OC)c1OC
3606,CHEMBL4519655,7.4,nM,8.13,Nc1nc(-c2ccc3c(c2)OCO3)cn2c(=O)n(-c3ccccc3)nc12
3607,CHEMBL4547517,5.7,nM,8.24,COc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1OC
3608,CHEMBL4447113,2.4,nM,8.62,COc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)c(OC)c1
3609,CHEMBL4586743,54.5,nM,7.26,CC(C)(C)c1cc(C(=O)NCCC(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)cc(C(C)(C)C)c1O
3610,CHEMBL4563432,22.9,nM,7.64,Nc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1
3611,CHEMBL4530009,428.0,nM,6.37,O=C(Nc1nc(-c2ccccc2)nc2sc(-c3ccco3)nc12)c1ccco1
3612,CHEMBL4456057,1144.0,nM,5.94,O=C(Nc1nc(-c2ccccc2)nc2sc(-c3ccco3)nc12)c1ccccc1
3613,CHEMBL4449916,3980.0,nM,5.4,O=C(Nc1nc(-c2ccccc2)nc2sc(-c3ccccc3)nc12)c1ccco1
3614,CHEMBL4470622,104.0,nM,6.98,O=C(Nc1nc(-c2ccccc2)nc2sc(-c3ccccc3)nc12)c1ccccc1
3615,CHEMBL4435944,1951.0,nM,5.71,Cc1nc(NC(=O)c2ccccc2)c2nc(-c3ccccc3)sc2n1
3616,CHEMBL4439172,2.36,nM,8.63,Cc1ccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)o1
3617,CHEMBL4559969,3.4,nM,8.47,Nc1nc(-c2ccco2)nc2sc(-c3ccco3)nc12
3618,CHEMBL4529321,1.64,nM,8.79,Nc1nc(-c2cccc(O)c2)nc2sc(-c3ccco3)nc12
3619,CHEMBL4470683,7.7,nM,8.11,N#Cc1cccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)c1
3620,CHEMBL4457917,1.9,nM,8.72,COc1cccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)c1
3621,CHEMBL4452898,11.2,nM,7.95,COc1ccc(-c2nc(N)c3nc(-c4ccco4)sc3n2)cc1
3622,CHEMBL4546595,7.7,nM,8.11,Nc1nc(-c2ccc(CO)cc2)nc2sc(-c3ccco3)nc12
3623,CHEMBL4530682,2.1,nM,8.68,Nc1nc(-c2cccc(CO)c2)nc2sc(-c3ccco3)nc12
3624,CHEMBL4466609,3.0,nM,8.52,Nc1nc(-c2ccccc2)nc2sc(-c3ccco3)nc12
3625,CHEMBL4449436,22.4,nM,7.65,Cc1ccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)o1
3626,CHEMBL4440137,1.7,nM,8.77,Nc1nc(-c2ccco2)nc2sc(-c3ccccc3)nc12
3627,CHEMBL4447861,5.0,nM,8.3,Nc1nc(-c2cccc(O)c2)nc2sc(-c3ccccc3)nc12
3628,CHEMBL4449870,33.6,nM,7.47,N#Cc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1
3629,CHEMBL4466375,109.8,nM,6.96,COc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1
3630,CHEMBL4537666,115.3,nM,6.94,COc1ccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)cc1
3631,CHEMBL4522146,82.0,nM,7.09,Nc1nc(-c2ccc(CO)cc2)nc2sc(-c3ccccc3)nc12
3632,CHEMBL4445763,53.0,nM,7.28,Nc1nc(-c2cccc(CO)c2)nc2sc(-c3ccccc3)nc12
3633,CHEMBL4566909,19.0,nM,7.72,Nc1nc(-c2ccccc2)nc2sc(-c3ccccc3)nc12
3634,CHEMBL4454225,248.0,nM,6.61,Cc1nc(N)c2nc(-c3ccccc3)sc2n1
3635,CHEMBL4530036,650.0,nM,6.19,Cc1sc2nc(NC(=O)c3ccccc3)[nH]c(=O)c2c1C
3636,CHEMBL4555340,5690.0,nM,5.25,Cc1sc2nc(N)nc(-n3cncn3)c2c1C
3637,CHEMBL4552737,4060.0,nM,5.39,Nc1nc(-n2ccnc2)c2c3c(sc2n1)CCCC3
3638,CHEMBL4465141,800.0,nM,6.1,O=C(Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12)c1cccc2ccccc12
3639,CHEMBL4547661,322.0,nM,6.49,CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)nc2n(CC)c1=O
3640,CHEMBL4540206,77.8,nM,7.11,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Br)cc5)CC4)cc3)[nH]c2c1=O
3641,CHEMBL4464522,92.4,nM,7.03,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(Br)c5)CC4)cc3)[nH]c2c1=O
3642,CHEMBL4437222,131.0,nM,6.88,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(OC)c5)CC4)cc3)[nH]c2c1=O
3643,CHEMBL4440526,189.0,nM,6.72,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(C)c5)CC4)cc3)[nH]c2c1=O
3644,CHEMBL4567785,208.0,nM,6.68,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(N=[N+]=[N-])cc5)CC4)cc3)[nH]c2c1=O
3645,CHEMBL4521715,1160.0,nM,5.94,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(C(=O)O)cc5)CC4)cc3)[nH]c2c1=O
3646,CHEMBL4529435,241.0,nM,6.62,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OCCO)cc5)CC4)cc3)[nH]c2c1=O
3647,CHEMBL4575279,314.0,nM,6.5,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OCCOCCOC)cc5)CC4)cc3)[nH]c2c1=O
3648,CHEMBL4453324,245.0,nM,6.61,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OC)c(F)c5)CC4)cc3)[nH]c2c1=O
3649,CHEMBL4464175,135.0,nM,6.87,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(F)c(OC)c5)CC4)cc3)[nH]c2c1=O
3650,CHEMBL4467573,160.0,nM,6.8,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cc(F)cc(OC)c5)CC4)cc3)[nH]c2c1=O
3651,CHEMBL4566170,403.0,nM,6.39,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(Br)c(F)c5)CC4)cc3)[nH]c2c1=O
3652,CHEMBL4572369,122.0,nM,6.91,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5)CC4)cc3)[nH]c2c1=O
3653,CHEMBL4471205,108.0,nM,6.97,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(F)cc5)CC4)cc3)[nH]c2c1=O
3654,CHEMBL4460114,1000.0,nM,6.0,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)cc3)[nH]c2c1=O
3655,CHEMBL4441276,204.0,nM,6.69,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5Cl)CC4)cc3)[nH]c2c1=O
3656,CHEMBL4450864,89.5,nM,7.05,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5Br)CC4)cc3)[nH]c2c1=O
3657,CHEMBL4454481,2990.0,nM,5.52,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(I)cc5)CC4)cc3)[nH]c2c1=O
3658,CHEMBL4456096,197.0,nM,6.71,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5cccc(OC)c5)CC4)cc3)[nH]c2c1=O
3659,CHEMBL4443090,140.0,nM,6.85,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5C)CC4)cc3)[nH]c2c1=O
3660,CHEMBL4582353,96.7,nM,7.01,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(O)cc5)CC4)cc3)[nH]c2c1=O
3661,CHEMBL4543948,143.0,nM,6.84,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(C(=O)c5ccccc5)CC4)cc3)[nH]c2c1=O
3662,CHEMBL4455937,140.0,nM,6.85,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)[nH]c2c1=O
3663,CHEMBL4463929,35.3,nM,7.45,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)c(OC)c5)CC4)cc3)[nH]c2c1=O
3664,CHEMBL4538468,93.8,nM,7.03,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(O)c(Cl)c5)CC4)cc3)[nH]c2c1=O
3665,CHEMBL4454417,40.7,nM,7.39,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)c(O)c5)CC4)cc3)[nH]c2c1=O
3666,CHEMBL4445941,168.0,nM,6.78,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(OCCO)cc5)CC4)cc3)[nH]c2c1=O
3667,CHEMBL4586090,293.0,nM,6.53,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5)C(C)C4)cc3)[nH]c2c1=O
3668,CHEMBL4581448,52.7,nM,7.28,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N(C)C)cc3)[nH]c2c1=O
3669,CHEMBL4473749,357.0,nM,6.45,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N(C)CCc4ccccc4)cc3)[nH]c2c1=O
3670,CHEMBL8565,3790.0,nM,5.42,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O
3671,CHEMBL4533415,8.5,nM,8.07,N#Cc1ccc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc1
3672,CHEMBL4436833,1306.0,nM,5.88,N#Cc1ccccc1/C=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
3673,CHEMBL4460556,61.0,nM,7.21,Nc1nc(N/N=C/c2ccc(C(F)(F)F)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3674,CHEMBL4449479,801.0,nM,6.1,Nc1nc(N/N=C/c2ccc(Cl)c(C(F)(F)F)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3675,CHEMBL4440421,6276.0,nM,5.2,Nc1nc(N/N=C/c2ccc(C(F)(F)F)cc2C(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3676,CHEMBL4570963,5495.0,nM,5.26,COc1cc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc(OC)c1OC
3677,CHEMBL4539755,224.0,nM,6.65,CCCOc1ccc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc1
3678,CHEMBL4546278,1622.0,nM,5.79,CCOc1cc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)ccc1O
3679,CHEMBL4463100,173.0,nM,6.76,Nc1nc(N/N=C/c2cccc(OCc3ccccc3)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3680,CHEMBL4576915,5.5,nM,8.26,Nc1nc(N/N=C/c2ccc(OCc3ccc(F)cc3)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3681,CHEMBL4526113,101.0,nM,7.0,COc1cc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)ccc1OCc1ccccc1
3682,CHEMBL4471366,1.8,nM,8.74,Nc1nc(N/N=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3683,CHEMBL4584669,6.4,nM,8.19,CN(C)c1ccc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc1
3684,CHEMBL4439605,6625.0,nM,5.18,Nc1nc(N/N=C/c2ccc(N3CCCC3)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3685,CHEMBL4440287,800.0,nM,6.1,Nc1nc(N/N=C/c2ccc(N3CCOCC3)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3686,CHEMBL4542582,1329.0,nM,5.88,CC(=O)Nc1ccc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc1
3687,CHEMBL4453624,208.0,nM,6.68,Nc1nc(N/N=C/c2ccc(-c3ccccn3)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3688,CHEMBL4458815,216.0,nM,6.67,Nc1nc(N/N=C/c2ccc(-n3ccnc3)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3689,CHEMBL4564192,20.0,nM,7.7,Nc1nc(N/N=C/c2ccc(-c3ccccc3)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3690,CHEMBL4542585,67.0,nM,7.17,Nc1nc(N/N=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3691,CHEMBL4468448,8.3,nM,8.08,Nc1nc(N/N=C/c2ccc[nH]2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3692,CHEMBL4468144,71.0,nM,7.15,Nc1nc(N/N=C/c2cncs2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3693,CHEMBL4447310,18.0,nM,7.75,CCCCc1nc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c(Cl)[nH]1
3694,CHEMBL4454157,8.7,nM,8.06,Nc1nc(N/N=C/c2cccnc2Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3695,CHEMBL4451808,239.0,nM,6.62,Nc1nc(N/N=C/c2ccc(Br)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3696,CHEMBL4552029,1449.0,nM,5.84,COc1ccc(/C=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cn1
3697,CHEMBL4458638,6.5,nM,8.19,Nc1nc(N/N=C/c2ccc3ncccc3c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3698,CHEMBL4440214,4.1,nM,8.39,Nc1nc(N/N=C/C2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3699,CHEMBL4438487,6.3,nM,8.2,CC(/C=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Cc1ccc(C(C)C)cc1
3700,CHEMBL4435740,17.5,nM,7.76,CCCCC/C=C/C=C/C=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
3701,CHEMBL4533718,3550.0,nM,5.45,OC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)ncnc32)[C@H](O)[C@@H]1O
3702,CHEMBL4439013,5200.0,nM,5.28,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC(C3CCC3)C3CCC3)ncnc21
3703,CHEMBL4468006,2550.0,nM,5.59,OC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
3704,CHEMBL4562258,1340.0,nM,5.87,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3C[C@H]4CC[C@@H]3C4)ncnc21
3705,CHEMBL4541086,2050.0,nM,5.69,O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(N[C@H]3C[C@H]4CC[C@@H]3C4)ncnc21
3706,CHEMBL4543137,1750.0,nM,5.76,Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CCl)C[C@H]12
3707,CHEMBL331291,3250.0,nM,5.49,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NC4CCCC4)nc(Cl)nc31)[C@H](O)[C@@H]2O
3708,CHEMBL4463802,520.0,nM,6.28,O=C(NC1CC1)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)nc(Cl)nc31)[C@H](O)[C@@H]2O
3709,CHEMBL4579650,5400.0,nM,5.27,O=C(NCCO)[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)nc(Cl)nc31)[C@H](O)[C@@H]2O
3710,CHEMBL4587144,4260.0,nM,5.37,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)nc(Cl)nc31)[C@H](O)[C@@H]2O
3711,CHEMBL519809,466.0,nM,6.33,CNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
3712,CHEMBL4530586,3900.0,nM,5.41,Cn1cc2c(nc(NNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
3713,CHEMBL4461773,624.0,nM,6.21,Cn1cc2c(nc(NCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
3714,CHEMBL4440479,195.0,nM,6.71,Cn1cc2c(nc(NCCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
3715,CHEMBL4583657,313.0,nM,6.5,Cn1cc2c(nc(NCCCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
3716,CHEMBL4526138,346.0,nM,6.46,Cn1cc2c(nc(NCCCCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
3717,CHEMBL4533332,1260.0,nM,5.9,Cn1cc2c(nc(NCCOCCOCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
3718,CHEMBL4469798,674.0,nM,6.17,Cn1cc2c(nc(NCCCOCCOCCOCCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1
3719,CHEMBL4468152,2170.0,nM,5.66,Cn1cc2c(nc(NCC3CCC(CNC(=O)OC(C)(C)C)CC3)n3nc(-c4ccco4)nc23)n1
3720,CHEMBL4437493,21400.0,nM,4.67,Cn1cc2c(nc(N3CCN(C(=O)OC(C)(C)C)CC3)n3nc(-c4ccco4)nc23)n1
3721,CHEMBL4521591,233.0,nM,6.63,Cl.Cn1cc2c(nc(NN)n3nc(-c4ccco4)nc23)n1
3722,CHEMBL4474394,756.0,nM,6.12,Cl.Cn1cc2c(nc(NCCN)n3nc(-c4ccco4)nc23)n1
3723,CHEMBL4592185,253.0,nM,6.6,Cl.Cn1cc2c(nc(NCCCN)n3nc(-c4ccco4)nc23)n1
3724,CHEMBL4458117,169.0,nM,6.77,Cl.Cn1cc2c(nc(NCCCCN)n3nc(-c4ccco4)nc23)n1
3725,CHEMBL4468805,52.6,nM,7.28,Cl.Cn1cc2c(nc(NCCCCCN)n3nc(-c4ccco4)nc23)n1
3726,CHEMBL4469102,314.0,nM,6.5,Cl.Cn1cc2c(nc(NCCOCCOCCN)n3nc(-c4ccco4)nc23)n1
3727,CHEMBL4553304,348.0,nM,6.46,Cl.Cn1cc2c(nc(NCCCOCCOCCOCCCN)n3nc(-c4ccco4)nc23)n1
3728,CHEMBL4441421,682.0,nM,6.17,Cl.Cn1cc2c(nc(NCC3CCC(CN)CC3)n3nc(-c4ccco4)nc23)n1
3729,CHEMBL4568941,12900.0,nM,4.89,Cl.Cn1cc2c(nc(N3CCNCC3)n3nc(-c4ccco4)nc23)n1
3730,CHEMBL4475922,6010.0,nM,5.22,Cn1cc2c(nc(NCCCOCCOCCOCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)n3nc(-c4ccco4)nc23)n1
3731,CHEMBL4471897,16100.0,nM,4.79,CC(=O)COc1cccc2cc(-c3ccccc3)c(=O)oc12
3732,CHEMBL1777843,55000.0,nM,4.26,CCOc1cccc2cc(-c3ccccc3)c(=O)oc12
3733,CHEMBL4587147,42100.0,nM,4.38,Cc1cccc2cc(-c3ccccc3)c(=O)oc12
3734,CHEMBL4556851,25900.0,nM,4.59,COc1ccc(-c2cc3cccc(C)c3oc2=O)cc1OC
3735,CHEMBL4567011,32900.0,nM,4.48,COc1cc(-c2cc3cccc(C)c3oc2=O)cc(OC)c1OC
3736,CHEMBL4532465,59100.0,nM,4.23,COc1cccc2cc(-c3ccc([N+](=O)[O-])cc3)c(=O)oc12
3737,CHEMBL4452834,35700.0,nM,4.45,CC(=O)Oc1cccc2cc(-c3ccccc3)c(=O)oc12
3738,CHEMBL4551749,21100.0,nM,4.68,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1OC(C)=O
3739,CHEMBL4533647,64400.0,nM,4.19,CC(=O)Oc1ccc(-c2cc3cccc(OC(C)=O)c3oc2=O)cc1OC(C)=O
3740,CHEMBL1777846,42300.0,nM,4.37,O=c1oc2c(O)cccc2cc1-c1ccccc1
3741,CHEMBL3950921,12100.0,nM,4.92,O=c1oc2c(O)c(O)ccc2cc1-c1ccccc1
3742,CHEMBL4553497,55300.0,nM,4.26,O=c1oc2c(O)c(O)ccc2cc1-c1ccc(O)cc1
3743,CHEMBL3914193,14000.0,nM,4.85,O=c1oc2c(O)cccc2cc1-c1ccc(O)c(O)c1
3744,CHEMBL3939546,25500.0,nM,4.59,O=c1oc2c(O)c(O)ccc2cc1-c1ccc(O)c(O)c1
3745,CHEMBL1712711,4900.0,nM,5.31,CCOC(=O)c1nc(N)c(=O)n(-c2ccccc2)n1
3746,CHEMBL1340426,130.0,nM,6.89,Nc1nc(-c2ccccc2)nn1C(=O)c1ccco1
3747,CHEMBL4465891,5850.0,nM,5.23,COc1cc(CCNc2nc(C#Cc3ccccc3F)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)ccc1O
3748,CHEMBL4436453,300.0,nM,6.52,Nc1nc(NCc2ccc(Cl)cc2)nc(-c2ccccc2CO)n1
3749,CHEMBL4560929,461.0,nM,6.34,N#Cc1c(NCc2ccccc2)nc(SCCO)c(C#N)c1-c1ccco1
3750,CHEMBL4521162,636.0,nM,6.2,COC(=O)c1cccc(CSc2nc(N)c(C#N)c(-c3cccnc3)c2C#N)c1
3751,CHEMBL4517597,693.0,nM,6.16,COC(=O)c1cccc(CSc2nc(N)c(C#N)c(-c3cccs3)c2C#N)c1
3752,CHEMBL4562453,96.0,nM,7.02,COC(=O)c1cccc(CSc2nc(N)c(C#N)c(-c3ccoc3)c2C#N)c1
3753,CHEMBL4447663,108.0,nM,6.97,N#Cc1c(N)nc(SCc2ccccn2)c(C#N)c1-c1ccco1
3754,CHEMBL4440752,24.0,nM,7.62,N#Cc1c(N)nc(SCc2cccnc2)c(C#N)c1-c1ccco1
3755,CHEMBL4436509,114.0,nM,6.94,N#Cc1c(N)nc(SCc2ccncc2)c(C#N)c1-c1ccco1
3756,CHEMBL4521115,93.0,nM,7.03,N#Cc1cccc(CSc2nc(N)c(C#N)c(-c3ccco3)c2C#N)c1
3757,CHEMBL4582498,581.0,nM,6.24,N#Cc1c(N)nc(SCc2cccc(C(=O)O)c2)c(C#N)c1-c1ccco1
3758,CHEMBL4581984,67.0,nM,7.17,N#Cc1c(N)nc(SCc2cccc(C(N)=O)c2)c(C#N)c1-c1ccco1
